Date;coef mort;coef betaH;% Original Variant;% Variant 2;Estimated V1 (Pfizer);Estimated V2 (Moderna);Estimated V3 (AstraZeneca);Estimated V4 (J&J)
10-Oct-2020;1;1;99.9975;0.0025;-;-;-;-
11-Oct-2020;1;1;99.9943;0.0057;-;-;-;-
12-Oct-2020;1;1;99.9898;0.0102;-;-;-;-
13-Oct-2020;1;1;99.984;0.016;-;-;-;-
14-Oct-2020;1;1;99.9767;0.0233;-;-;-;-
15-Oct-2020;1;1;99.9681;0.0319;-;-;-;-
16-Oct-2020;1;1;99.9579;0.0421;-;-;-;-
17-Oct-2020;1;1;99.9464;0.0536;-;-;-;-
18-Oct-2020;1;1;99.9333;0.0667;-;-;-;-
19-Oct-2020;1;1;99.9186;0.0814;-;-;-;-
20-Oct-2020;1;1;99.9024;0.0976;-;-;-;-
21-Oct-2020;1;1;99.8846;0.1154;-;-;-;-
22-Oct-2020;1;1;99.8651;0.1349;-;-;-;-
23-Oct-2020;1;1;99.844;0.156;-;-;-;-
24-Oct-2020;1;1;99.8212;0.1788;-;-;-;-
25-Oct-2020;1;1;99.7967;0.2033;-;-;-;-
26-Oct-2020;1;1;99.7704;0.2296;-;-;-;-
27-Oct-2020;1;1;99.7423;0.2577;-;-;-;-
28-Oct-2020;1;1;99.7124;0.2876;-;-;-;-
29-Oct-2020;1;1;99.6806;0.3194;-;-;-;-
30-Oct-2020;1;1;99.647;0.353;-;-;-;-
31-Oct-2020;1;1;99.6114;0.3886;-;-;-;-
01-Nov-2020;1;1;99.5739;0.4261;-;-;-;-
02-Nov-2020;1;1;99.5344;0.4656;-;-;-;-
03-Nov-2020;1;1;99.4929;0.5071;-;-;-;-
04-Nov-2020;1;1;99.4494;0.5506;-;-;-;-
05-Nov-2020;1;1;99.4038;0.5962;-;-;-;-
06-Nov-2020;1;1;99.3561;0.6439;-;-;-;-
07-Nov-2020;1;1;99.3063;0.6937;-;-;-;-
08-Nov-2020;1;1;99.2543;0.7457;-;-;-;-
09-Nov-2020;1;1;99.2001;0.7999;-;-;-;-
10-Nov-2020;1;1;99.1437;0.8563;-;-;-;-
11-Nov-2020;1;1;99.0851;0.9149;-;-;-;-
12-Nov-2020;1;1;99.0241;0.9759;-;-;-;-
13-Nov-2020;1;1;98.9609;1.0391;-;-;-;-
14-Nov-2020;1;1;98.8953;1.1047;-;-;-;-
15-Nov-2020;1;1;98.8273;1.1727;-;-;-;-
16-Nov-2020;1;1;98.7569;1.2431;-;-;-;-
17-Nov-2020;1;1;98.684;1.316;-;-;-;-
18-Nov-2020;1;1;98.6087;1.3913;-;-;-;-
19-Nov-2020;1;1;98.5309;1.4691;-;-;-;-
20-Nov-2020;1;1;98.4505;1.5495;-;-;-;-
21-Nov-2020;1;1;98.3676;1.6324;-;-;-;-
22-Nov-2020;1;1;98.2821;1.7179;-;-;-;-
23-Nov-2020;1;1;98.194;1.806;-;-;-;-
24-Nov-2020;1;1;98.1032;1.8968;-;-;-;-
25-Nov-2020;1;1;98.0097;1.9903;-;-;-;-
26-Nov-2020;1;1;97.9135;2.0865;-;-;-;-
27-Nov-2020;1;1;97.8145;2.1855;-;-;-;-
28-Nov-2020;1;1;97.7128;2.2872;-;-;-;-
29-Nov-2020;1;1;97.6082;2.3918;-;-;-;-
30-Nov-2020;1;1;97.5008;2.4992;-;-;-;-
01-Dec-2020;1;1;97.3906;2.6094;-;-;-;-
02-Dec-2020;1;1;97.2774;2.7226;-;-;-;-
03-Dec-2020;1;1;97.1613;2.8387;-;-;-;-
04-Dec-2020;1;1;97.0422;2.9578;-;-;-;-
05-Dec-2020;1;1;96.9201;3.0799;-;-;-;-
06-Dec-2020;1;1;96.795;3.205;-;-;-;-
07-Dec-2020;1;1;96.6668;3.3332;-;-;-;-
08-Dec-2020;1;1;96.5355;3.4645;-;-;-;-
09-Dec-2020;1;1;96.4011;3.5989;-;-;-;-
10-Dec-2020;1;1;96.2636;3.7364;-;-;-;-
11-Dec-2020;1;1;96.1228;3.8772;-;-;-;-
12-Dec-2020;1;1;95.9789;4.0211;-;-;-;-
13-Dec-2020;1;1;95.8317;4.1683;-;-;-;-
14-Dec-2020;1;1;95.6812;4.3188;-;-;-;-
15-Dec-2020;1;1;95.5274;4.4726;-;-;-;-
16-Dec-2020;1;1;95.3703;4.6297;-;-;-;-
17-Dec-2020;1;1;95.2098;4.7902;-;-;-;-
18-Dec-2020;1;1;95.0459;4.9541;-;-;-;-
19-Dec-2020;1;1;94.8785;5.1215;-;-;-;-
20-Dec-2020;1;1;94.7077;5.2923;-;-;-;-
21-Dec-2020;1;1;94.5334;5.4666;-;-;-;-
22-Dec-2020;1;1;94.3556;5.6444;-;-;-;-
23-Dec-2020;1;1;94.1742;5.8258;-;-;-;-
24-Dec-2020;1;1;93.9893;6.0107;-;-;-;-
25-Dec-2020;1;1;93.8007;6.1993;-;-;-;-
26-Dec-2020;1;1;93.6084;6.3916;-;-;-;-
27-Dec-2020;1;1;93.4125;6.5875;-;-;-;-
28-Dec-2020;1;1;93.2129;6.7871;-;-;-;-
29-Dec-2020;1;1;93.0095;6.9905;-;-;-;-
30-Dec-2020;1;1;92.8023;7.1977;-;-;-;-
31-Dec-2020;1;1;92.5913;7.4087;-;-;-;-
01-Jan-2021;1;1;92.3765;7.6235;-;-;-;-
02-Jan-2021;1;1;92.1579;7.8421;-;-;-;-
03-Jan-2021;1;1;91.9353;8.0647;-;-;-;-
04-Jan-2021;1;1;91.7088;8.2912;-;-;-;-
05-Jan-2021;1;1;91.4783;8.5217;-;-;-;-
06-Jan-2021;1;1;91.2439;8.7561;-;-;-;-
07-Jan-2021;1;1;91.0054;8.9946;-;-;-;-
08-Jan-2021;1.000038026;0.998389069;90.7629;9.2371;-;-;-;-
09-Jan-2021;1.000051731;0.998029452;90.5163;9.4837;-;-;-;-
10-Jan-2021;1.000059256;0.997782785;90.2655;9.7345;-;-;-;-
11-Jan-2021;1.000075142;0.99673078;90.0107;9.9893;-;-;-;-
12-Jan-2021;1.0000964;0.991388698;89.7516;10.2484;-;-;-;-
13-Jan-2021;1.000128316;0.988872141;89.4883;10.5117;-;-;-;-
14-Jan-2021;1.000298396;0.980260839;89.2208;10.7792;-;-;-;-
